AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
15-19|2.1|2.5|2.3|509|Incidence|21807709|Brain and Other Nervous System|2006
5-9|3.1|3.6|3.4|658|Incidence|19544688|Brain and Other Nervous System|2006
<1|3.2|4.5|3.8|154|Incidence|4041738|Brain and Other Nervous System|2006
1-4|~|~|~|~|Mortality|7775092|Cervix|2006
10-14|~|~|~|~|Mortality|10261944|Cervix|2006
15-19|~|~|~|~|Mortality|10597293|Cervix|2006
5-9|~|~|~|~|Mortality|9555173|Cervix|2006
<1|~|~|~|~|Mortality|1975919|Cervix|2006
1-4|~|~|~|~|Incidence|7775092|Cervix|2006
10-14|~|~|~|~|Incidence|10261944|Cervix|2006
15-19|0.1|0.3|0.2|24|Incidence|10597293|Cervix|2006
5-9|~|~|~|~|Incidence|9555173|Cervix|2006
<1|~|~|~|~|Incidence|1975919|Cervix|2006
1-4|~|~|~|~|Mortality|15897145|Colon and Rectum|2006
10-14|~|~|~|~|Mortality|21033138|Colon and Rectum|2006
15-19|~|~|~|~|Mortality|21807709|Colon and Rectum|2006
5-9|~|~|~|~|Mortality|19544688|Colon and Rectum|2006
<1|~|~|~|~|Mortality|4041738|Colon and Rectum|2006
1-4|~|~|~|~|Incidence|15897145|Colon and Rectum|2006
10-14|0.0|0.1|0.1|17|Incidence|21033138|Colon and Rectum|2006
15-19|0.2|0.4|0.3|61|Incidence|21807709|Colon and Rectum|2006
5-9|~|~|~|~|Incidence|19544688|Colon and Rectum|2006
<1|~|~|~|~|Incidence|4041738|Colon and Rectum|2006
1-4|~|~|~|~|Mortality|7775092|Corpus and Uterus, NOS|2006
10-14|~|~|~|~|Mortality|10261944|Corpus and Uterus, NOS|2006
15-19|~|~|~|~|Mortality|10597293|Corpus and Uterus, NOS|2006
5-9|~|~|~|~|Mortality|9555173|Corpus and Uterus, NOS|2006
<1|~|~|~|~|Mortality|1975919|Corpus and Uterus, NOS|2006
1-4|~|~|~|~|Incidence|7775092|Corpus and Uterus, NOS|2006
10-14|~|~|~|~|Incidence|10261944|Corpus and Uterus, NOS|2006
15-19|~|~|~|~|Incidence|10597293|Corpus and Uterus, NOS|2006
5-9|~|~|~|~|Incidence|9555173|Corpus and Uterus, NOS|2006
<1|~|~|~|~|Incidence|1975919|Corpus and Uterus, NOS|2006
1-4|~|~|~|~|Mortality|15897145|Esophagus|2006
10-14|~|~|~|~|Mortality|21033138|Esophagus|2006
15-19|~|~|~|~|Mortality|21807709|Esophagus|2006
5-9|~|~|~|~|Mortality|19544688|Esophagus|2006
<1|~|~|~|~|Mortality|4041738|Esophagus|2006
1-4|~|~|~|~|Incidence|15897145|Esophagus|2006
10-14|~|~|~|~|Incidence|21033138|Esophagus|2006
15-19|~|~|~|~|Incidence|21807709|Esophagus|2006
5-9|~|~|~|~|Incidence|19544688|Esophagus|2006
<1|~|~|~|~|Incidence|4041738|Esophagus|2006
1-4|~|~|~|~|Mortality|7775092|Female Breast|2006
10-14|~|~|~|~|Mortality|10261944|Female Breast|2006
15-19|~|~|~|~|Mortality|10597293|Female Breast|2006
5-9|~|~|~|~|Mortality|9555173|Female Breast|2006
<1|~|~|~|~|Mortality|1975919|Female Breast|2006
1-4|~|~|~|~|Incidence|7775092|Female Breast|2006
10-14|~|~|~|~|Incidence|10261944|Female Breast|2006
15-19|0.1|0.3|0.2|20|Incidence|10597293|Female Breast|2006
5-9|~|~|~|~|Incidence|9555173|Female Breast|2006
<1|~|~|~|~|Incidence|1975919|Female Breast|2006
1-4|~|~|~|~|Incidence|7775092|Female Breast, <i>in situ</i>|2006
10-14|~|~|~|~|Incidence|10261944|Female Breast, <i>in situ</i>|2006
15-19|~|~|~|~|Incidence|10597293|Female Breast, <i>in situ</i>|2006
5-9|~|~|~|~|Incidence|9555173|Female Breast, <i>in situ</i>|2006
<1|~|~|~|~|Incidence|1975919|Female Breast, <i>in situ</i>|2006
1-4|~|~|~|~|Mortality|15897145|Hodgkin Lymphoma|2006
10-14|~|~|~|~|Mortality|21033138|Hodgkin Lymphoma|2006
15-19|0.0|0.1|0.1|18|Mortality|21807709|Hodgkin Lymphoma|2006
5-9|~|~|~|~|Mortality|19544688|Hodgkin Lymphoma|2006
<1|~|~|~|~|Mortality|4041738|Hodgkin Lymphoma|2006
1-4|0.1|0.2|0.1|17|Incidence|15897145|Hodgkin Lymphoma|2006
10-14|1.1|1.4|1.3|265|Incidence|21033138|Hodgkin Lymphoma|2006
15-19|2.9|3.4|3.1|682|Incidence|21807709|Hodgkin Lymphoma|2006
5-9|0.4|0.6|0.5|92|Incidence|19544688|Hodgkin Lymphoma|2006
<1|~|~|~|~|Incidence|4041738|Hodgkin Lymphoma|2006
1-4|.|.|.|.|Mortality|15897145|Kaposi Sarcoma|2006
10-14|.|.|.|.|Mortality|21033138|Kaposi Sarcoma|2006
15-19|.|.|.|.|Mortality|21807709|Kaposi Sarcoma|2006
5-9|.|.|.|.|Mortality|19544688|Kaposi Sarcoma|2006
<1|.|.|.|.|Mortality|4041738|Kaposi Sarcoma|2006
1-4|~|~|~|~|Incidence|15897145|Kaposi Sarcoma|2006
10-14|~|~|~|~|Incidence|21033138|Kaposi Sarcoma|2006
15-19|~|~|~|~|Incidence|21807709|Kaposi Sarcoma|2006
5-9|~|~|~|~|Incidence|19544688|Kaposi Sarcoma|2006
<1|~|~|~|~|Incidence|4041738|Kaposi Sarcoma|2006
1-4|~|~|~|~|Mortality|15897145|Kidney and Renal Pelvis|2006
10-14|~|~|~|~|Mortality|21033138|Kidney and Renal Pelvis|2006
15-19|~|~|~|~|Mortality|21807709|Kidney and Renal Pelvis|2006
5-9|0.1|0.2|0.1|23|Mortality|19544688|Kidney and Renal Pelvis|2006
<1|~|~|~|~|Mortality|4041738|Kidney and Renal Pelvis|2006
1-4|1.8|2.3|2.0|321|Incidence|15897145|Kidney and Renal Pelvis|2006
10-14|0.1|0.2|0.1|25|Incidence|21033138|Kidney and Renal Pelvis|2006
15-19|0.2|0.3|0.2|48|Incidence|21807709|Kidney and Renal Pelvis|2006
5-9|0.5|0.7|0.6|109|Incidence|19544688|Kidney and Renal Pelvis|2006
<1|1.3|2.1|1.7|68|Incidence|4041738|Kidney and Renal Pelvis|2006
1-4|~|~|~|~|Mortality|15897145|Larynx|2006
10-14|~|~|~|~|Mortality|21033138|Larynx|2006
15-19|~|~|~|~|Mortality|21807709|Larynx|2006
5-9|~|~|~|~|Mortality|19544688|Larynx|2006
<1|~|~|~|~|Mortality|4041738|Larynx|2006
1-4|~|~|~|~|Incidence|15897145|Larynx|2006
10-14|~|~|~|~|Incidence|21033138|Larynx|2006
15-19|~|~|~|~|Incidence|21807709|Larynx|2006
5-9|~|~|~|~|Incidence|19544688|Larynx|2006
<1|~|~|~|~|Incidence|4041738|Larynx|2006
1-4|0.6|0.9|0.8|124|Mortality|15897145|Leukemias|2006
10-14|0.6|0.8|0.7|152|Mortality|21033138|Leukemias|2006
15-19|0.8|1.1|0.9|207|Mortality|21807709|Leukemias|2006
5-9|0.4|0.6|0.5|104|Mortality|19544688|Leukemias|2006
<1|0.5|1.1|0.8|31|Mortality|4041738|Leukemias|2006
1-4|8.2|9.2|8.7|1383|Incidence|15897145|Leukemias|2006
10-14|3.0|3.5|3.2|676|Incidence|21033138|Leukemias|2006
15-19|2.8|3.2|3.0|653|Incidence|21807709|Leukemias|2006
5-9|3.6|4.1|3.9|755|Incidence|19544688|Leukemias|2006
<1|4.1|5.5|4.8|192|Incidence|4041738|Leukemias|2006
1-4|~|~|~|~|Mortality|15897145|Liver and Intrahepatic Bile Duct|2006
10-14|~|~|~|~|Mortality|21033138|Liver and Intrahepatic Bile Duct|2006
15-19|~|~|~|~|Mortality|21807709|Liver and Intrahepatic Bile Duct|2006
5-9|~|~|~|~|Mortality|19544688|Liver and Intrahepatic Bile Duct|2006
<1|~|~|~|~|Mortality|4041738|Liver and Intrahepatic Bile Duct|2006
1-4|0.4|0.7|0.5|84|Incidence|15897145|Liver and Intrahepatic Bile Duct|2006
10-14|0.1|0.2|0.1|21|Incidence|21033138|Liver and Intrahepatic Bile Duct|2006
15-19|0.1|0.2|0.2|34|Incidence|21807709|Liver and Intrahepatic Bile Duct|2006
5-9|0.1|0.2|0.1|20|Incidence|19544688|Liver and Intrahepatic Bile Duct|2006
<1|1.2|2.0|1.6|64|Incidence|4041738|Liver and Intrahepatic Bile Duct|2006
1-4|~|~|~|~|Mortality|15897145|Lung and Bronchus|2006
10-14|~|~|~|~|Mortality|21033138|Lung and Bronchus|2006
15-19|~|~|~|~|Mortality|21807709|Lung and Bronchus|2006
5-9|~|~|~|~|Mortality|19544688|Lung and Bronchus|2006
<1|~|~|~|~|Mortality|4041738|Lung and Bronchus|2006
1-4|~|~|~|~|Incidence|15897145|Lung and Bronchus|2006
10-14|~|~|~|~|Incidence|21033138|Lung and Bronchus|2006
15-19|0.1|0.2|0.1|28|Incidence|21807709|Lung and Bronchus|2006
5-9|~|~|~|~|Incidence|19544688|Lung and Bronchus|2006
<1|~|~|~|~|Incidence|4041738|Lung and Bronchus|2006
1-4|~|~|~|~|Mortality|7775092|Male and Female Breast|2006
10-14|~|~|~|~|Mortality|10261944|Male and Female Breast|2006
15-19|~|~|~|~|Mortality|10597293|Male and Female Breast|2006
5-9|~|~|~|~|Mortality|9555173|Male and Female Breast|2006
<1|~|~|~|~|Mortality|1975919|Male and Female Breast|2006
1-4|~|~|~|~|Incidence|7775092|Male and Female Breast|2006
10-14|~|~|~|~|Incidence|10261944|Male and Female Breast|2006
15-19|0.1|0.3|0.2|20|Incidence|10597293|Male and Female Breast|2006
5-9|~|~|~|~|Incidence|9555173|Male and Female Breast|2006
<1|~|~|~|~|Incidence|1975919|Male and Female Breast|2006
1-4|~|~|~|~|Incidence|7775092|Male and Female Breast, <i>in situ</i>|2006
10-14|~|~|~|~|Incidence|10261944|Male and Female Breast, <i>in situ</i>|2006
15-19|~|~|~|~|Incidence|10597293|Male and Female Breast, <i>in situ</i>|2006
5-9|~|~|~|~|Incidence|9555173|Male and Female Breast, <i>in situ</i>|2006
<1|~|~|~|~|Incidence|1975919|Male and Female Breast, <i>in situ</i>|2006
1-4|~|~|~|~|Mortality|15897145|Melanomas of the Skin|2006
10-14|~|~|~|~|Mortality|21033138|Melanomas of the Skin|2006
15-19|~|~|~|~|Mortality|21807709|Melanomas of the Skin|2006
5-9|~|~|~|~|Mortality|19544688|Melanomas of the Skin|2006
<1|~|~|~|~|Mortality|4041738|Melanomas of the Skin|2006
1-4|~|~|~|~|Incidence|15897145|Melanomas of the Skin|2006
10-14|0.3|0.5|0.4|90|Incidence|21033138|Melanomas of the Skin|2006
15-19|1.3|1.6|1.4|306|Incidence|21807709|Melanomas of the Skin|2006
5-9|0.1|0.2|0.2|31|Incidence|19544688|Melanomas of the Skin|2006
<1|~|~|~|~|Incidence|4041738|Melanomas of the Skin|2006
1-4|~|~|~|~|Mortality|15897145|Mesothelioma|2006
10-14|~|~|~|~|Mortality|21033138|Mesothelioma|2006
15-19|~|~|~|~|Mortality|21807709|Mesothelioma|2006
5-9|~|~|~|~|Mortality|19544688|Mesothelioma|2006
<1|~|~|~|~|Mortality|4041738|Mesothelioma|2006
1-4|~|~|~|~|Incidence|15897145|Mesothelioma|2006
10-14|~|~|~|~|Incidence|21033138|Mesothelioma|2006
15-19|~|~|~|~|Incidence|21807709|Mesothelioma|2006
5-9|~|~|~|~|Incidence|19544688|Mesothelioma|2006
<1|~|~|~|~|Incidence|4041738|Mesothelioma|2006
1-4|~|~|~|~|Mortality|15897145|Myeloma|2006
10-14|~|~|~|~|Mortality|21033138|Myeloma|2006
15-19|~|~|~|~|Mortality|21807709|Myeloma|2006
5-9|~|~|~|~|Mortality|19544688|Myeloma|2006
<1|~|~|~|~|Mortality|4041738|Myeloma|2006
1-4|~|~|~|~|Incidence|15897145|Myeloma|2006
10-14|~|~|~|~|Incidence|21033138|Myeloma|2006
15-19|~|~|~|~|Incidence|21807709|Myeloma|2006
5-9|~|~|~|~|Incidence|19544688|Myeloma|2006
<1|~|~|~|~|Incidence|4041738|Myeloma|2006
1-4|~|~|~|~|Mortality|15897145|Non-Hodgkin Lymphoma|2006
10-14|0.1|0.2|0.1|25|Mortality|21033138|Non-Hodgkin Lymphoma|2006
15-19|0.2|0.3|0.2|45|Mortality|21807709|Non-Hodgkin Lymphoma|2006
5-9|~|~|~|~|Mortality|19544688|Non-Hodgkin Lymphoma|2006
<1|~|~|~|~|Mortality|4041738|Non-Hodgkin Lymphoma|2006
1-4|0.5|0.7|0.6|97|Incidence|15897145|Non-Hodgkin Lymphoma|2006
10-14|1.1|1.4|1.2|258|Incidence|21033138|Non-Hodgkin Lymphoma|2006
15-19|1.6|2.0|1.8|392|Incidence|21807709|Non-Hodgkin Lymphoma|2006
5-9|0.8|1.1|0.9|180|Incidence|19544688|Non-Hodgkin Lymphoma|2006
<1|0.2|0.6|0.4|16|Incidence|4041738|Non-Hodgkin Lymphoma|2006
1-4|~|~|~|~|Mortality|15897145|Oral Cavity and Pharynx|2006
10-14|~|~|~|~|Mortality|21033138|Oral Cavity and Pharynx|2006
15-19|~|~|~|~|Mortality|21807709|Oral Cavity and Pharynx|2006
5-9|~|~|~|~|Mortality|19544688|Oral Cavity and Pharynx|2006
<1|~|~|~|~|Mortality|4041738|Oral Cavity and Pharynx|2006
1-4|~|~|~|~|Incidence|15897145|Oral Cavity and Pharynx|2006
10-14|0.2|0.4|0.3|61|Incidence|21033138|Oral Cavity and Pharynx|2006
15-19|0.4|0.6|0.5|107|Incidence|21807709|Oral Cavity and Pharynx|2006
5-9|0.1|0.2|0.2|30|Incidence|19544688|Oral Cavity and Pharynx|2006
<1|~|~|~|~|Incidence|4041738|Oral Cavity and Pharynx|2006
1-4|~|~|~|~|Mortality|7775092|Ovary|2006
10-14|~|~|~|~|Mortality|10261944|Ovary|2006
15-19|~|~|~|~|Mortality|10597293|Ovary|2006
5-9|~|~|~|~|Mortality|9555173|Ovary|2006
<1|~|~|~|~|Mortality|1975919|Ovary|2006
1-4|~|~|~|~|Incidence|7775092|Ovary|2006
10-14|0.6|0.9|0.7|76|Incidence|10261944|Ovary|2006
15-19|1.2|1.7|1.4|150|Incidence|10597293|Ovary|2006
5-9|0.2|0.4|0.3|25|Incidence|9555173|Ovary|2006
<1|~|~|~|~|Incidence|1975919|Ovary|2006
1-4|~|~|~|~|Mortality|15897145|Pancreas|2006
10-14|~|~|~|~|Mortality|21033138|Pancreas|2006
15-19|~|~|~|~|Mortality|21807709|Pancreas|2006
5-9|~|~|~|~|Mortality|19544688|Pancreas|2006
<1|~|~|~|~|Mortality|4041738|Pancreas|2006
1-4|~|~|~|~|Incidence|15897145|Pancreas|2006
10-14|~|~|~|~|Incidence|21033138|Pancreas|2006
15-19|~|~|~|~|Incidence|21807709|Pancreas|2006
5-9|~|~|~|~|Incidence|19544688|Pancreas|2006
<1|~|~|~|~|Incidence|4041738|Pancreas|2006
1-4|~|~|~|~|Mortality|8122053|Prostate|2006
10-14|~|~|~|~|Mortality|10771194|Prostate|2006
15-19|~|~|~|~|Mortality|11210416|Prostate|2006
5-9|~|~|~|~|Mortality|9989515|Prostate|2006
<1|~|~|~|~|Mortality|2065819|Prostate|2006
1-4|~|~|~|~|Incidence|8122053|Prostate|2006
10-14|~|~|~|~|Incidence|10771194|Prostate|2006
15-19|~|~|~|~|Incidence|11210416|Prostate|2006
5-9|~|~|~|~|Incidence|9989515|Prostate|2006
<1|~|~|~|~|Incidence|2065819|Prostate|2006
1-4|~|~|~|~|Mortality|15897145|Stomach|2006
10-14|~|~|~|~|Mortality|21033138|Stomach|2006
15-19|~|~|~|~|Mortality|21807709|Stomach|2006
5-9|~|~|~|~|Mortality|19544688|Stomach|2006
<1|~|~|~|~|Mortality|4041738|Stomach|2006
1-4|~|~|~|~|Incidence|15897145|Stomach|2006
10-14|~|~|~|~|Incidence|21033138|Stomach|2006
15-19|~|~|~|~|Incidence|21807709|Stomach|2006
5-9|~|~|~|~|Incidence|19544688|Stomach|2006
<1|~|~|~|~|Incidence|4041738|Stomach|2006
1-4|~|~|~|~|Mortality|8122053|Testis|2006
10-14|~|~|~|~|Mortality|10771194|Testis|2006
15-19|~|~|~|~|Mortality|11210416|Testis|2006
5-9|~|~|~|~|Mortality|9989515|Testis|2006
<1|~|~|~|~|Mortality|2065819|Testis|2006
1-4|0.1|0.4|0.2|19|Incidence|8122053|Testis|2006
10-14|~|~|~|~|Incidence|10771194|Testis|2006
15-19|2.7|3.4|3.0|339|Incidence|11210416|Testis|2006
5-9|~|~|~|~|Incidence|9989515|Testis|2006
<1|~|~|~|~|Incidence|2065819|Testis|2006
1-4|~|~|~|~|Mortality|15897145|Thyroid|2006
10-14|~|~|~|~|Mortality|21033138|Thyroid|2006
15-19|~|~|~|~|Mortality|21807709|Thyroid|2006
5-9|~|~|~|~|Mortality|19544688|Thyroid|2006
<1|~|~|~|~|Mortality|4041738|Thyroid|2006
1-4|~|~|~|~|Incidence|15897145|Thyroid|2006
10-14|0.5|0.7|0.6|128|Incidence|21033138|Thyroid|2006
15-19|1.7|2.1|1.9|415|Incidence|21807709|Thyroid|2006
5-9|0.1|0.2|0.2|30|Incidence|19544688|Thyroid|2006
<1|~|~|~|~|Incidence|4041738|Thyroid|2006
1-4|~|~|~|~|Mortality|15897145|Urinary Bladder|2006
10-14|~|~|~|~|Mortality|21033138|Urinary Bladder|2006
15-19|~|~|~|~|Mortality|21807709|Urinary Bladder|2006
5-9|~|~|~|~|Mortality|19544688|Urinary Bladder|2006
<1|~|~|~|~|Mortality|4041738|Urinary Bladder|2006
1-4|~|~|~|~|Incidence|15897145|Urinary Bladder|2006
10-14|~|~|~|~|Incidence|21033138|Urinary Bladder|2006
15-19|0.1|0.2|0.1|22|Incidence|21807709|Urinary Bladder|2006
5-9|~|~|~|~|Incidence|19544688|Urinary Bladder|2006
<1|~|~|~|~|Incidence|4041738|Urinary Bladder|2006
1-4|2.1|2.5|2.3|364|Mortality|15977965|All Cancer Sites Combined|2007
10-14|2.1|2.5|2.3|479|Mortality|20841042|All Cancer Sites Combined|2007
15-19|2.8|3.3|3.0|673|Mortality|22067816|All Cancer Sites Combined|2007
5-9|2.2|2.7|2.4|480|Mortality|19714611|All Cancer Sites Combined|2007
<1|1.4|2.2|1.7|72|Mortality|4147997|All Cancer Sites Combined|2007
1-4|21.9|23.3|22.6|3608|Incidence|15977965|All Cancer Sites Combined|2007
10-14|12.8|13.8|13.3|2763|Incidence|20841042|All Cancer Sites Combined|2007
15-19|21.5|22.7|22.1|4879|Incidence|22067816|All Cancer Sites Combined|2007
5-9|11.9|12.9|12.4|2445|Incidence|19714611|All Cancer Sites Combined|2007
<1|24.8|28.0|26.4|1094|Incidence|4147997|All Cancer Sites Combined|2007
1-4|0.6|0.8|0.7|109|Mortality|15977965|Brain and Other Nervous System|2007
10-14|0.5|0.7|0.6|130|Mortality|20841042|Brain and Other Nervous System|2007
15-19|0.3|0.5|0.4|95|Mortality|22067816|Brain and Other Nervous System|2007
5-9|0.7|1.0|0.9|172|Mortality|19714611|Brain and Other Nervous System|2007
<1|~|~|~|~|Mortality|4147997|Brain and Other Nervous System|2007
1-4|4.3|4.9|4.6|732|Incidence|15977965|Brain and Other Nervous System|2007
10-14|2.7|3.1|2.9|600|Incidence|20841042|Brain and Other Nervous System|2007
15-19|2.1|2.5|2.3|497|Incidence|22067816|Brain and Other Nervous System|2007
5-9|3.3|3.8|3.5|695|Incidence|19714611|Brain and Other Nervous System|2007
<1|3.7|5.0|4.3|178|Incidence|4147997|Brain and Other Nervous System|2007
1-4|~|~|~|~|Mortality|7813088|Cervix|2007
10-14|~|~|~|~|Mortality|10170082|Cervix|2007
15-19|~|~|~|~|Mortality|10731326|Cervix|2007
5-9|~|~|~|~|Mortality|9640683|Cervix|2007
<1|~|~|~|~|Mortality|2027181|Cervix|2007
1-4|~|~|~|~|Incidence|7813088|Cervix|2007
10-14|~|~|~|~|Incidence|10170082|Cervix|2007
15-19|0.1|0.3|0.2|21|Incidence|10731326|Cervix|2007
5-9|~|~|~|~|Incidence|9640683|Cervix|2007
<1|~|~|~|~|Incidence|2027181|Cervix|2007
1-4|~|~|~|~|Mortality|15977965|Colon and Rectum|2007
10-14|~|~|~|~|Mortality|20841042|Colon and Rectum|2007
15-19|~|~|~|~|Mortality|22067816|Colon and Rectum|2007
5-9|~|~|~|~|Mortality|19714611|Colon and Rectum|2007
<1|~|~|~|~|Mortality|4147997|Colon and Rectum|2007
1-4|~|~|~|~|Incidence|15977965|Colon and Rectum|2007
10-14|0.0|0.1|0.1|16|Incidence|20841042|Colon and Rectum|2007
15-19|0.2|0.4|0.3|63|Incidence|22067816|Colon and Rectum|2007
5-9|~|~|~|~|Incidence|19714611|Colon and Rectum|2007
<1|~|~|~|~|Incidence|4147997|Colon and Rectum|2007
1-4|~|~|~|~|Mortality|7813088|Corpus and Uterus, NOS|2007
10-14|~|~|~|~|Mortality|10170082|Corpus and Uterus, NOS|2007
15-19|~|~|~|~|Mortality|10731326|Corpus and Uterus, NOS|2007
5-9|~|~|~|~|Mortality|9640683|Corpus and Uterus, NOS|2007
<1|~|~|~|~|Mortality|2027181|Corpus and Uterus, NOS|2007
1-4|~|~|~|~|Incidence|7813088|Corpus and Uterus, NOS|2007
10-14|~|~|~|~|Incidence|10170082|Corpus and Uterus, NOS|2007
15-19|~|~|~|~|Incidence|10731326|Corpus and Uterus, NOS|2007
5-9|~|~|~|~|Incidence|9640683|Corpus and Uterus, NOS|2007
<1|~|~|~|~|Incidence|2027181|Corpus and Uterus, NOS|2007
1-4|~|~|~|~|Mortality|15977965|Esophagus|2007
10-14|~|~|~|~|Mortality|20841042|Esophagus|2007
15-19|~|~|~|~|Mortality|22067816|Esophagus|2007
5-9|~|~|~|~|Mortality|19714611|Esophagus|2007
<1|~|~|~|~|Mortality|4147997|Esophagus|2007
1-4|~|~|~|~|Incidence|15977965|Esophagus|2007
10-14|~|~|~|~|Incidence|20841042|Esophagus|2007
15-19|~|~|~|~|Incidence|22067816|Esophagus|2007
5-9|~|~|~|~|Incidence|19714611|Esophagus|2007
<1|~|~|~|~|Incidence|4147997|Esophagus|2007
1-4|~|~|~|~|Mortality|7813088|Female Breast|2007
10-14|~|~|~|~|Mortality|10170082|Female Breast|2007
15-19|~|~|~|~|Mortality|10731326|Female Breast|2007
5-9|~|~|~|~|Mortality|9640683|Female Breast|2007
<1|~|~|~|~|Mortality|2027181|Female Breast|2007
1-4|~|~|~|~|Incidence|7813088|Female Breast|2007
10-14|~|~|~|~|Incidence|10170082|Female Breast|2007
15-19|0.1|0.3|0.2|21|Incidence|10731326|Female Breast|2007
5-9|~|~|~|~|Incidence|9640683|Female Breast|2007
<1|~|~|~|~|Incidence|2027181|Female Breast|2007
1-4|~|~|~|~|Incidence|7813088|Female Breast, <i>in situ</i>|2007
10-14|~|~|~|~|Incidence|10170082|Female Breast, <i>in situ</i>|2007
15-19|~|~|~|~|Incidence|10731326|Female Breast, <i>in situ</i>|2007
5-9|~|~|~|~|Incidence|9640683|Female Breast, <i>in situ</i>|2007
<1|~|~|~|~|Incidence|2027181|Female Breast, <i>in situ</i>|2007
1-4|~|~|~|~|Mortality|15977965|Hodgkin Lymphoma|2007
10-14|~|~|~|~|Mortality|20841042|Hodgkin Lymphoma|2007
15-19|0.0|0.1|0.1|16|Mortality|22067816|Hodgkin Lymphoma|2007
5-9|~|~|~|~|Mortality|19714611|Hodgkin Lymphoma|2007
<1|~|~|~|~|Mortality|4147997|Hodgkin Lymphoma|2007
1-4|~|~|~|~|Incidence|15977965|Hodgkin Lymphoma|2007
10-14|1.1|1.4|1.2|250|Incidence|20841042|Hodgkin Lymphoma|2007
15-19|3.0|3.4|3.2|705|Incidence|22067816|Hodgkin Lymphoma|2007
5-9|0.3|0.4|0.3|69|Incidence|19714611|Hodgkin Lymphoma|2007
<1|~|~|~|~|Incidence|4147997|Hodgkin Lymphoma|2007
1-4|.|.|.|.|Mortality|15977965|Kaposi Sarcoma|2007
10-14|.|.|.|.|Mortality|20841042|Kaposi Sarcoma|2007
15-19|.|.|.|.|Mortality|22067816|Kaposi Sarcoma|2007
5-9|.|.|.|.|Mortality|19714611|Kaposi Sarcoma|2007
<1|.|.|.|.|Mortality|4147997|Kaposi Sarcoma|2007
1-4|~|~|~|~|Incidence|15977965|Kaposi Sarcoma|2007
10-14|~|~|~|~|Incidence|20841042|Kaposi Sarcoma|2007
15-19|~|~|~|~|Incidence|22067816|Kaposi Sarcoma|2007
5-9|~|~|~|~|Incidence|19714611|Kaposi Sarcoma|2007
<1|~|~|~|~|Incidence|4147997|Kaposi Sarcoma|2007
1-4|~|~|~|~|Mortality|15977965|Kidney and Renal Pelvis|2007
10-14|~|~|~|~|Mortality|20841042|Kidney and Renal Pelvis|2007
15-19|~|~|~|~|Mortality|22067816|Kidney and Renal Pelvis|2007
5-9|0.1|0.1|0.1|17|Mortality|19714611|Kidney and Renal Pelvis|2007
<1|~|~|~|~|Mortality|4147997|Kidney and Renal Pelvis|2007
1-4|1.8|2.2|2.0|314|Incidence|15977965|Kidney and Renal Pelvis|2007
10-14|0.1|0.2|0.2|33|Incidence|20841042|Kidney and Renal Pelvis|2007
15-19|0.1|0.3|0.2|43|Incidence|22067816|Kidney and Renal Pelvis|2007
5-9|0.5|0.7|0.6|124|Incidence|19714611|Kidney and Renal Pelvis|2007
<1|1.4|2.2|1.8|73|Incidence|4147997|Kidney and Renal Pelvis|2007
1-4|~|~|~|~|Mortality|15977965|Larynx|2007
10-14|~|~|~|~|Mortality|20841042|Larynx|2007
15-19|~|~|~|~|Mortality|22067816|Larynx|2007
5-9|~|~|~|~|Mortality|19714611|Larynx|2007
<1|~|~|~|~|Mortality|4147997|Larynx|2007
1-4|~|~|~|~|Incidence|15977965|Larynx|2007
10-14|~|~|~|~|Incidence|20841042|Larynx|2007
15-19|~|~|~|~|Incidence|22067816|Larynx|2007
5-9|~|~|~|~|Incidence|19714611|Larynx|2007
<1|~|~|~|~|Incidence|4147997|Larynx|2007
1-4|0.5|0.8|0.7|106|Mortality|15977965|Leukemias|2007
10-14|0.7|1.0|0.8|175|Mortality|20841042|Leukemias|2007
15-19|0.8|1.1|0.9|202|Mortality|22067816|Leukemias|2007
5-9|0.6|0.8|0.7|139|Mortality|19714611|Leukemias|2007
<1|0.3|0.8|0.5|21|Mortality|4147997|Leukemias|2007
1-4|8.8|9.8|9.3|1487|Incidence|15977965|Leukemias|2007
10-14|2.7|3.1|2.9|602|Incidence|20841042|Leukemias|2007
15-19|2.7|3.2|2.9|651|Incidence|22067816|Leukemias|2007
5-9|3.8|4.3|4.0|798|Incidence|19714611|Leukemias|2007
<1|3.8|5.0|4.4|181|Incidence|4147997|Leukemias|2007
1-4|0.1|0.2|0.1|19|Mortality|15977965|Liver and Intrahepatic Bile Duct|2007
10-14|~|~|~|~|Mortality|20841042|Liver and Intrahepatic Bile Duct|2007
15-19|~|~|~|~|Mortality|22067816|Liver and Intrahepatic Bile Duct|2007
5-9|~|~|~|~|Mortality|19714611|Liver and Intrahepatic Bile Duct|2007
<1|~|~|~|~|Mortality|4147997|Liver and Intrahepatic Bile Duct|2007
1-4|0.5|0.7|0.6|92|Incidence|15977965|Liver and Intrahepatic Bile Duct|2007
10-14|0.0|0.1|0.1|17|Incidence|20841042|Liver and Intrahepatic Bile Duct|2007
15-19|0.1|0.2|0.2|38|Incidence|22067816|Liver and Intrahepatic Bile Duct|2007
5-9|0.1|0.2|0.1|21|Incidence|19714611|Liver and Intrahepatic Bile Duct|2007
