AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|0.6|0.7|0.6|Benign/Borderline|1276|201002181|Female|Tumors of Neuroepthelial Tissue|2012-2016|0.6|0.7|0.6
0-19|2.9|3.1|3.0|Malignant|6012|201002181|Female|Tumors of Neuroepthelial Tissue|2012-2016|2.9|3.1|3.0
0-19|0.6|0.7|0.6|Benign/Borderline|259|40212686|Female|Tumors of Neuroepthelial Tissue|2013|0.6|0.7|0.6
0-19|3.0|3.3|3.1|Malignant|1254|40212686|Female|Tumors of Neuroepthelial Tissue|2013|2.9|3.3|3.1
0-19|0.5|0.7|0.6|Benign/Borderline|243|40155513|Female|Tumors of Neuroepthelial Tissue|2014|0.5|0.7|0.6
0-19|3.0|3.4|3.2|Malignant|1285|40155513|Female|Tumors of Neuroepthelial Tissue|2014|3.0|3.4|3.2
0-19|0.5|0.7|0.6|Benign/Borderline|248|40153090|Female|Tumors of Neuroepthelial Tissue|2015|0.5|0.7|0.6
0-19|2.7|3.1|2.9|Malignant|1168|40153090|Female|Tumors of Neuroepthelial Tissue|2015|2.7|3.1|2.9
0-19|0.6|0.8|0.7|Benign/Borderline|271|40173243|Female|Tumors of Neuroepthelial Tissue|2016|0.6|0.8|0.7
0-19|2.7|3.0|2.8|Malignant|1138|40173243|Female|Tumors of Neuroepthelial Tissue|2016|2.7|3.0|2.8
0-19|0.8|1.0|0.9|Benign/Borderline|352|39865121|Female|Tumors of Sellar Region|2004|0.8|1.0|0.9
0-19|~|~|~|Malignant|~|39865121|Female|Tumors of Sellar Region|2004|~|~|~
0-19|0.8|1.0|0.9|Benign/Borderline|382|39998876|Female|Tumors of Sellar Region|2005|0.9|1.1|1.0
0-19|~|~|~|Malignant|~|39998876|Female|Tumors of Sellar Region|2005|~|~|~
0-19|0.9|1.1|1.0|Benign/Borderline|426|40165421|Female|Tumors of Sellar Region|2006|1.0|1.2|1.1
0-19|~|~|~|Malignant|~|40165421|Female|Tumors of Sellar Region|2006|~|~|~
0-19|0.9|1.1|1.0|Benign/Borderline|429|40382360|Female|Tumors of Sellar Region|2007|1.0|1.2|1.1
0-19|~|~|~|Malignant|~|40382360|Female|Tumors of Sellar Region|2007|~|~|~
0-19|1.0|1.2|1.1|Benign/Borderline|460|40576293|Female|Tumors of Sellar Region|2008|1.0|1.2|1.1
0-19|~|~|~|Malignant|~|40576293|Female|Tumors of Sellar Region|2008|~|~|~
0-19|1.1|1.3|1.2|Benign/Borderline|481|40670476|Female|Tumors of Sellar Region|2009|1.1|1.3|1.2
0-19|~|~|~|Malignant|~|40670476|Female|Tumors of Sellar Region|2009|~|~|~
0-19|1.2|1.4|1.3|Benign/Borderline|542|40632786|Female|Tumors of Sellar Region|2010|1.2|1.5|1.3
0-19|~|~|~|Malignant|~|40632786|Female|Tumors of Sellar Region|2010|~|~|~
0-19|1.2|1.4|1.3|Benign/Borderline|540|40460864|Female|Tumors of Sellar Region|2011|1.2|1.5|1.3
0-19|~|~|~|Malignant|~|40460864|Female|Tumors of Sellar Region|2011|~|~|~
0-19|1.3|1.5|1.4|Benign/Borderline|556|40307649|Female|Tumors of Sellar Region|2012|1.3|1.5|1.4
0-19|~|~|~|Malignant|~|40307649|Female|Tumors of Sellar Region|2012|~|~|~
0-19|1.3|1.4|1.4|Benign/Borderline|2779|201002181|Female|Tumors of Sellar Region|2012-2016|1.3|1.4|1.4
0-19|~|~|~|Malignant|~|201002181|Female|Tumors of Sellar Region|2012-2016|~|~|~
0-19|1.2|1.5|1.3|Benign/Borderline|543|40212686|Female|Tumors of Sellar Region|2013|1.2|1.5|1.4
0-19|~|~|~|Malignant|~|40212686|Female|Tumors of Sellar Region|2013|~|~|~
0-19|1.3|1.5|1.4|Benign/Borderline|578|40155513|Female|Tumors of Sellar Region|2014|1.3|1.6|1.4
0-19|~|~|~|Malignant|~|40155513|Female|Tumors of Sellar Region|2014|~|~|~
0-19|1.2|1.5|1.3|Benign/Borderline|545|40153090|Female|Tumors of Sellar Region|2015|1.2|1.5|1.4
0-19|~|~|~|Malignant|~|40153090|Female|Tumors of Sellar Region|2015|~|~|~
0-19|1.3|1.5|1.4|Benign/Borderline|557|40173243|Female|Tumors of Sellar Region|2016|1.3|1.5|1.4
0-19|~|~|~|Malignant|~|40173243|Female|Tumors of Sellar Region|2016|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|70|39865121|Female|Tumors of the Meninges|2004|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|39865121|Female|Tumors of the Meninges|2004|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|110|39998876|Female|Tumors of the Meninges|2005|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|39998876|Female|Tumors of the Meninges|2005|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|76|40165421|Female|Tumors of the Meninges|2006|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|40165421|Female|Tumors of the Meninges|2006|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|94|40382360|Female|Tumors of the Meninges|2007|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|40382360|Female|Tumors of the Meninges|2007|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|90|40576293|Female|Tumors of the Meninges|2008|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|40576293|Female|Tumors of the Meninges|2008|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|101|40670476|Female|Tumors of the Meninges|2009|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|40670476|Female|Tumors of the Meninges|2009|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|95|40632786|Female|Tumors of the Meninges|2010|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|40632786|Female|Tumors of the Meninges|2010|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|106|40460864|Female|Tumors of the Meninges|2011|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|40460864|Female|Tumors of the Meninges|2011|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|129|40307649|Female|Tumors of the Meninges|2012|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40307649|Female|Tumors of the Meninges|2012|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|667|201002181|Female|Tumors of the Meninges|2012-2016|0.3|0.4|0.3
0-19|0.0|0.0|0.0|Malignant|49|201002181|Female|Tumors of the Meninges|2012-2016|0.0|0.0|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|134|40212686|Female|Tumors of the Meninges|2013|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40212686|Female|Tumors of the Meninges|2013|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|136|40155513|Female|Tumors of the Meninges|2014|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40155513|Female|Tumors of the Meninges|2014|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|133|40153090|Female|Tumors of the Meninges|2015|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40153090|Female|Tumors of the Meninges|2015|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|135|40173243|Female|Tumors of the Meninges|2016|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40173243|Female|Tumors of the Meninges|2016|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|47|39865121|Female|Unclassified Tumors|2004|0.1|0.2|0.1
0-19|0.0|0.1|0.1|Malignant|27|39865121|Female|Unclassified Tumors|2004|0.0|0.1|0.1
0-19|0.2|0.2|0.2|Benign/Borderline|80|39998876|Female|Unclassified Tumors|2005|0.2|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|20|39998876|Female|Unclassified Tumors|2005|0.0|0.1|0.1
0-19|0.2|0.3|0.2|Benign/Borderline|86|40165421|Female|Unclassified Tumors|2006|0.2|0.3|0.2
0-19|0.0|0.1|0.1|Malignant|27|40165421|Female|Unclassified Tumors|2006|0.0|0.1|0.1
0-19|0.2|0.2|0.2|Benign/Borderline|81|40382360|Female|Unclassified Tumors|2007|0.2|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|17|40382360|Female|Unclassified Tumors|2007|0.0|0.1|0.0
0-19|0.2|0.4|0.3|Benign/Borderline|121|40576293|Female|Unclassified Tumors|2008|0.2|0.4|0.3
0-19|~|~|~|Malignant|~|40576293|Female|Unclassified Tumors|2008|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|113|40670476|Female|Unclassified Tumors|2009|0.2|0.3|0.3
0-19|0.0|0.1|0.0|Malignant|17|40670476|Female|Unclassified Tumors|2009|0.0|0.1|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|130|40632786|Female|Unclassified Tumors|2010|0.3|0.4|0.3
0-19|~|~|~|Malignant|~|40632786|Female|Unclassified Tumors|2010|~|~|~
0-19|0.3|0.4|0.3|Benign/Borderline|137|40460864|Female|Unclassified Tumors|2011|0.3|0.4|0.3
0-19|0.0|0.1|0.0|Malignant|20|40460864|Female|Unclassified Tumors|2011|0.0|0.1|0.0
0-19|0.3|0.4|0.3|Benign/Borderline|135|40307649|Female|Unclassified Tumors|2012|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|24|40307649|Female|Unclassified Tumors|2012|0.0|0.1|0.1
0-19|0.3|0.3|0.3|Benign/Borderline|650|201002181|Female|Unclassified Tumors|2012-2016|0.3|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|115|201002181|Female|Unclassified Tumors|2012-2016|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|131|40212686|Female|Unclassified Tumors|2013|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|24|40212686|Female|Unclassified Tumors|2013|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|140|40155513|Female|Unclassified Tumors|2014|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|24|40155513|Female|Unclassified Tumors|2014|0.0|0.1|0.1
0-19|0.3|0.4|0.4|Benign/Borderline|148|40153090|Female|Unclassified Tumors|2015|0.3|0.4|0.4
0-19|0.0|0.1|0.0|Malignant|17|40153090|Female|Unclassified Tumors|2015|0.0|0.1|0.0
0-19|0.2|0.3|0.2|Benign/Borderline|96|40173243|Female|Unclassified Tumors|2016|0.2|0.3|0.2
0-19|0.0|0.1|0.1|Malignant|26|40173243|Female|Unclassified Tumors|2016|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|21|39865121|Female|Unique astrocytoma variants|2004|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|19|39865121|Female|Unique astrocytoma variants|2004|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Benign/Borderline|24|39998876|Female|Unique astrocytoma variants|2005|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|20|39998876|Female|Unique astrocytoma variants|2005|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|24|40165421|Female|Unique astrocytoma variants|2006|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|19|40165421|Female|Unique astrocytoma variants|2006|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|36|40382360|Female|Unique astrocytoma variants|2007|0.1|0.1|0.1
0-19|0.1|0.1|0.1|Malignant|35|40382360|Female|Unique astrocytoma variants|2007|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|25|40576293|Female|Unique astrocytoma variants|2008|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40576293|Female|Unique astrocytoma variants|2008|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|35|40670476|Female|Unique astrocytoma variants|2009|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|20|40670476|Female|Unique astrocytoma variants|2009|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Benign/Borderline|29|40632786|Female|Unique astrocytoma variants|2010|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|40632786|Female|Unique astrocytoma variants|2010|~|~|~
0-19|0.0|0.1|0.0|Benign/Borderline|18|40460864|Female|Unique astrocytoma variants|2011|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Malignant|22|40460864|Female|Unique astrocytoma variants|2011|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|33|40307649|Female|Unique astrocytoma variants|2012|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|19|40307649|Female|Unique astrocytoma variants|2012|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|140|201002181|Female|Unique astrocytoma variants|2012-2016|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|96|201002181|Female|Unique astrocytoma variants|2012-2016|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|34|40212686|Female|Unique astrocytoma variants|2013|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|16|40212686|Female|Unique astrocytoma variants|2013|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|38|40155513|Female|Unique astrocytoma variants|2014|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|16|40155513|Female|Unique astrocytoma variants|2014|0.0|0.1|0.0
0-19|0.0|0.1|0.0|Benign/Borderline|17|40153090|Female|Unique astrocytoma variants|2015|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Malignant|25|40153090|Female|Unique astrocytoma variants|2015|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Benign/Borderline|18|40173243|Female|Unique astrocytoma variants|2016|0.0|0.1|0.0
0-19|0.0|0.1|0.0|Malignant|20|40173243|Female|Unique astrocytoma variants|2016|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|41889233|Male|All other|2004|~|~|~
0-19|~|~|~|Malignant|~|41889233|Male|All other|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|42006384|Male|All other|2005|~|~|~
0-19|~|~|~|Malignant|~|42006384|Male|All other|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|42158997|Male|All other|2006|~|~|~
0-19|~|~|~|Malignant|~|42158997|Male|All other|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367071|Male|All other|2007|~|~|~
0-19|~|~|~|Malignant|~|42367071|Male|All other|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|42541971|Male|All other|2008|~|~|~
0-19|~|~|~|Malignant|~|42541971|Male|All other|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|42609915|Male|All other|2009|~|~|~
0-19|~|~|~|Malignant|~|42609915|Male|All other|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|42549184|Male|All other|2010|~|~|~
0-19|~|~|~|Malignant|~|42549184|Male|All other|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|42369153|Male|All other|2011|~|~|~
0-19|~|~|~|Malignant|~|42369153|Male|All other|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|42179648|Male|All other|2012|~|~|~
0-19|~|~|~|Malignant|~|42179648|Male|All other|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|210078173|Male|All other|2012-2016|~|~|~
0-19|0.0|0.0|0.0|Malignant|45|210078173|Male|All other|2012-2016|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|42040175|Male|All other|2013|~|~|~
0-19|~|~|~|Malignant|~|42040175|Male|All other|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|41960558|Male|All other|2014|~|~|~
0-19|~|~|~|Malignant|~|41960558|Male|All other|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|41943368|Male|All other|2015|~|~|~
0-19|~|~|~|Malignant|~|41943368|Male|All other|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|41954424|Male|All other|2016|~|~|~
0-19|~|~|~|Malignant|~|41954424|Male|All other|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Anaplastic astrocytoma|2004|~|~|~
0-19|0.0|0.1|0.1|Malignant|26|41889233|Male|Anaplastic astrocytoma|2004|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Anaplastic astrocytoma|2005|~|~|~
0-19|0.1|0.1|0.1|Malignant|36|42006384|Male|Anaplastic astrocytoma|2005|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Anaplastic astrocytoma|2006|~|~|~
0-19|0.1|0.1|0.1|Malignant|35|42158997|Male|Anaplastic astrocytoma|2006|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Anaplastic astrocytoma|2007|~|~|~
0-19|0.1|0.2|0.1|Malignant|55|42367071|Male|Anaplastic astrocytoma|2007|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Anaplastic astrocytoma|2008|~|~|~
0-19|0.1|0.1|0.1|Malignant|42|42541971|Male|Anaplastic astrocytoma|2008|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Anaplastic astrocytoma|2009|~|~|~
0-19|0.1|0.1|0.1|Malignant|40|42609915|Male|Anaplastic astrocytoma|2009|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42549184|Male|Anaplastic astrocytoma|2010|~|~|~
0-19|0.1|0.1|0.1|Malignant|43|42549184|Male|Anaplastic astrocytoma|2010|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42369153|Male|Anaplastic astrocytoma|2011|~|~|~
0-19|0.1|0.1|0.1|Malignant|34|42369153|Male|Anaplastic astrocytoma|2011|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42179648|Male|Anaplastic astrocytoma|2012|~|~|~
0-19|0.1|0.1|0.1|Malignant|43|42179648|Male|Anaplastic astrocytoma|2012|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|210078173|Male|Anaplastic astrocytoma|2012-2016|~|~|~
0-19|0.1|0.1|0.1|Malignant|233|210078173|Male|Anaplastic astrocytoma|2012-2016|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|42040175|Male|Anaplastic astrocytoma|2013|~|~|~
0-19|0.1|0.1|0.1|Malignant|45|42040175|Male|Anaplastic astrocytoma|2013|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|41960558|Male|Anaplastic astrocytoma|2014|~|~|~
0-19|0.1|0.2|0.1|Malignant|58|41960558|Male|Anaplastic astrocytoma|2014|0.1|0.2|0.1
0-19|~|~|~|Benign/Borderline|~|41943368|Male|Anaplastic astrocytoma|2015|~|~|~
0-19|0.1|0.1|0.1|Malignant|46|41943368|Male|Anaplastic astrocytoma|2015|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|41954424|Male|Anaplastic astrocytoma|2016|~|~|~
0-19|0.1|0.1|0.1|Malignant|41|41954424|Male|Anaplastic astrocytoma|2016|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Anaplastic oligodendroglioma|2004|~|~|~
0-19|~|~|~|Malignant|~|41889233|Male|Anaplastic oligodendroglioma|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Anaplastic oligodendroglioma|2005|~|~|~
0-19|~|~|~|Malignant|~|42006384|Male|Anaplastic oligodendroglioma|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Anaplastic oligodendroglioma|2006|~|~|~
0-19|~|~|~|Malignant|~|42158997|Male|Anaplastic oligodendroglioma|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Anaplastic oligodendroglioma|2007|~|~|~
0-19|~|~|~|Malignant|~|42367071|Male|Anaplastic oligodendroglioma|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Anaplastic oligodendroglioma|2008|~|~|~
0-19|~|~|~|Malignant|~|42541971|Male|Anaplastic oligodendroglioma|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Anaplastic oligodendroglioma|2009|~|~|~
0-19|~|~|~|Malignant|~|42609915|Male|Anaplastic oligodendroglioma|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|42549184|Male|Anaplastic oligodendroglioma|2010|~|~|~
0-19|~|~|~|Malignant|~|42549184|Male|Anaplastic oligodendroglioma|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|42369153|Male|Anaplastic oligodendroglioma|2011|~|~|~
0-19|~|~|~|Malignant|~|42369153|Male|Anaplastic oligodendroglioma|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|42179648|Male|Anaplastic oligodendroglioma|2012|~|~|~
0-19|~|~|~|Malignant|~|42179648|Male|Anaplastic oligodendroglioma|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|210078173|Male|Anaplastic oligodendroglioma|2012-2016|~|~|~
0-19|0.0|0.0|0.0|Malignant|16|210078173|Male|Anaplastic oligodendroglioma|2012-2016|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|42040175|Male|Anaplastic oligodendroglioma|2013|~|~|~
0-19|~|~|~|Malignant|~|42040175|Male|Anaplastic oligodendroglioma|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|41960558|Male|Anaplastic oligodendroglioma|2014|~|~|~
0-19|~|~|~|Malignant|~|41960558|Male|Anaplastic oligodendroglioma|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|41943368|Male|Anaplastic oligodendroglioma|2015|~|~|~
0-19|~|~|~|Malignant|~|41943368|Male|Anaplastic oligodendroglioma|2015|~|~|~
0-19|~|~|~|Benign/Borderline|~|41954424|Male|Anaplastic oligodendroglioma|2016|~|~|~
0-19|~|~|~|Malignant|~|41954424|Male|Anaplastic oligodendroglioma|2016|~|~|~
0-19|~|~|~|Benign/Borderline|~|41889233|Male|Astrocytoma, NOS|2004|~|~|~
0-19|0.2|0.3|0.3|Malignant|110|41889233|Male|Astrocytoma, NOS|2004|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|42006384|Male|Astrocytoma, NOS|2005|~|~|~
0-19|0.2|0.3|0.2|Malignant|99|42006384|Male|Astrocytoma, NOS|2005|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|42158997|Male|Astrocytoma, NOS|2006|~|~|~
0-19|0.2|0.3|0.3|Malignant|107|42158997|Male|Astrocytoma, NOS|2006|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|42367071|Male|Astrocytoma, NOS|2007|~|~|~
0-19|0.2|0.3|0.2|Malignant|96|42367071|Male|Astrocytoma, NOS|2007|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|42541971|Male|Astrocytoma, NOS|2008|~|~|~
0-19|0.2|0.3|0.2|Malignant|94|42541971|Male|Astrocytoma, NOS|2008|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|42609915|Male|Astrocytoma, NOS|2009|~|~|~
0-19|0.2|0.3|0.3|Malignant|107|42609915|Male|Astrocytoma, NOS|2009|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|42549184|Male|Astrocytoma, NOS|2010|~|~|~
0-19|0.2|0.3|0.3|Malignant|123|42549184|Male|Astrocytoma, NOS|2010|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|42369153|Male|Astrocytoma, NOS|2011|~|~|~
0-19|0.2|0.3|0.2|Malignant|103|42369153|Male|Astrocytoma, NOS|2011|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|42179648|Male|Astrocytoma, NOS|2012|~|~|~
0-19|0.2|0.2|0.2|Malignant|82|42179648|Male|Astrocytoma, NOS|2012|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|210078173|Male|Astrocytoma, NOS|2012-2016|~|~|~
0-19|0.2|0.2|0.2|Malignant|463|210078173|Male|Astrocytoma, NOS|2012-2016|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|42040175|Male|Astrocytoma, NOS|2013|~|~|~
0-19|0.2|0.3|0.2|Malignant|88|42040175|Male|Astrocytoma, NOS|2013|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|41960558|Male|Astrocytoma, NOS|2014|~|~|~
0-19|0.2|0.3|0.3|Malignant|109|41960558|Male|Astrocytoma, NOS|2014|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|41943368|Male|Astrocytoma, NOS|2015|~|~|~
0-19|0.2|0.3|0.2|Malignant|96|41943368|Male|Astrocytoma, NOS|2015|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|41954424|Male|Astrocytoma, NOS|2016|~|~|~
0-19|0.2|0.3|0.2|Malignant|88|41954424|Male|Astrocytoma, NOS|2016|0.2|0.3|0.2
0-19|0.0|0.1|0.1|Benign/Borderline|27|41889233|Male|Choroid plexus|2004|0.0|0.1|0.1
0-19|~|~|~|Malignant|~|41889233|Male|Choroid plexus|2004|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|34|42006384|Male|Choroid plexus|2005|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42006384|Male|Choroid plexus|2005|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|40|42158997|Male|Choroid plexus|2006|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42158997|Male|Choroid plexus|2006|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|35|42367071|Male|Choroid plexus|2007|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42367071|Male|Choroid plexus|2007|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|37|42541971|Male|Choroid plexus|2008|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42541971|Male|Choroid plexus|2008|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|38|42609915|Male|Choroid plexus|2009|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42609915|Male|Choroid plexus|2009|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|39|42549184|Male|Choroid plexus|2010|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|17|42549184|Male|Choroid plexus|2010|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|33|42369153|Male|Choroid plexus|2011|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42369153|Male|Choroid plexus|2011|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|37|42179648|Male|Choroid plexus|2012|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42179648|Male|Choroid plexus|2012|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|179|210078173|Male|Choroid plexus|2012-2016|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|53|210078173|Male|Choroid plexus|2012-2016|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|37|42040175|Male|Choroid plexus|2013|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42040175|Male|Choroid plexus|2013|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|36|41960558|Male|Choroid plexus|2014|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|41960558|Male|Choroid plexus|2014|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|35|41943368|Male|Choroid plexus|2015|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|18|41943368|Male|Choroid plexus|2015|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|34|41954424|Male|Choroid plexus|2016|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|41954424|Male|Choroid plexus|2016|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|83|41889233|Male|Craniopharyngioma|2004|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|41889233|Male|Craniopharyngioma|2004|~|~|~
